$q_x (\AA^{-1})$,qz = -0.0004128
0.006900000000000001,42.14720912496625
0.007000000000000001,41.18856082805232
0.007100000000000001,40.03128818877792
0.0072000000000000015,38.57359936866369
0.007300000000000002,37.25116021316118
0.007400000000000002,35.85925651780398
0.007500000000000002,34.721179828266614
0.007600000000000003,33.99310731578915
0.007700000000000003,33.25606359615472
0.007800000000000003,32.28747185771432
0.007900000000000004,31.477777291328163
0.008000000000000004,30.39671594694501
0.008100000000000003,29.94595285976963
0.008200000000000004,29.09975201373488
0.008300000000000005,28.55335488747402
0.008400000000000005,27.82806056483101
0.008500000000000004,27.36363367771794
0.008600000000000005,26.689137692992894
0.008700000000000006,26.139639078551397
0.008800000000000006,25.758748692593834
0.008900000000000005,24.72689089600441
0.009000000000000006,24.551128693397327
0.009100000000000007,24.038814218375727
0.009200000000000007,23.70358747600149
0.009300000000000006,23.412537025685662
0.009400000000000007,22.778361814857487
0.009500000000000008,22.54211140464024
0.009600000000000008,22.15011571062656
0.009700000000000007,21.843558917634486
0.009800000000000008,21.084055854689645
0.00990000000000001,20.754301624356426
0.010000000000000009,20.701336375036966
0.010100000000000008,20.15156536186055
0.01020000000000001,19.710497350118747
0.01030000000000001,19.48240521711034
0.01040000000000001,19.149588837549164
0.01050000000000001,18.982653065301587
0.01060000000000001,18.90540937003488
0.010700000000000012,18.778632134255737
0.010800000000000011,18.40879257453201
0.01090000000000001,18.131682024319662
0.011000000000000012,18.0306192407181
0.011100000000000013,17.723089809580763
0.011200000000000012,17.423434950018255
0.011300000000000011,17.00130556987391
0.011400000000000013,17.165733225697952
0.011500000000000014,17.047678106340605
0.011600000000000013,16.690284809609913
0.011700000000000012,16.33163831629363
0.011800000000000014,15.835956636381027
0.011900000000000015,15.689450383851433
0.012000000000000014,15.802384219433222
0.012100000000000014,15.906265181373366
0.012200000000000015,15.607312772230287
0.012300000000000016,15.562081828936801
0.012400000000000015,15.426234771358077
0.012500000000000015,15.114774119106153
0.012600000000000016,14.941033914633726
0.012700000000000017,14.82877755309778
